nurses,doctors,staff,care,meds,clean,info,rating
82.790001,80.139999,73.699997,53.889999,66.400002,59.34,87.290001,74.279999
82.089996,84.790001,66.949997,52.77,65.510002,76.769997,88.160004,75.5
79.169998,87.589996,72.099998,45.75,62.240002,73.940002,82.690002,66.519997
81.870003,86.050003,76.599998,51.380001,73.480003,73.169998,87.839996,71.75
82.300003,86.290001,65.419998,60.619999,69.529999,69.080002,88.349998,81.739998
79.07,76.669998,62.540001,50.900002,62.09,54.16,87.849998,68.830002
80.879997,79.779999,63.290001,49.580002,63.259998,59.080002,86.839996,70.360001
78.120003,83.540001,65.379997,53.709999,62.639999,71.639999,88.260002,72.5
80.5,80.419998,72.269997,50.66,64.769997,68.720001,89.989998,67.629997
84.339996,82.949997,69.900002,54.310001,64.349998,67.360001,87.629997,73.790001
82.93,84.25,62.630001,59.490002,65.650002,63.82,89.489998,80.940002
81.790001,80.800003,70.080002,55.91,67.470001,74.230003,88.910004,82.779999
81.970001,81.760002,73.620003,54.080002,62.049999,70.839996,88.769997,73.32
77.150002,77.629997,61.450001,45.599998,61.240002,68.93,82.739998,65.510002
79.839996,78.059998,66.080002,49.41,64.010002,59.700001,85.93,62.77
81.400002,78.660004,73.709999,54.07,62.720001,64.25,88.889999,67.57
78.010002,81.550003,61.41,54.91,62.509998,64.970001,88.519997,73.330002
83.68,81.529999,66.589996,58.75,63.630001,70.599998,88.82,82.790001
82.349998,80.900002,74.349998,55.349998,69.18,61.18,90.309998,76.050003
84.379997,80.709999,71.970001,55.150002,64.269997,67.529999,90.190002,78.410004
72.089996,76.790001,52.540001,42.07,52.93,55.43,85.629997,58.009998
78.5,79.639999,70.57,52.990002,63.889999,64.610001,87.620003,66.68
81.540001,80.959999,63.57,54.880001,61.84,65.050003,87.339996,79.599998
84.860001,81.610001,68.519997,58.68,70.269997,76.610001,88.150002,79.139999
83.849998,84.349998,61.619999,52.709999,64.470001,74.300003,87.339996,74.559998
77.940002,82.25,63.59,49.540001,57.610001,63.830002,86.290001,62.189999
76.519997,85.059998,71.099998,44.16,67.110001,66.839996,81.18,65.739998
77.989998,81.889999,56.43,54.779999,62.639999,76.43,86,73.699997
81.889999,81.57,69.769997,55.299999,64.93,68.019997,86.949997,78.18
81.919998,81.660004,71.690002,55.950001,60.299999,71.949997,90.949997,67.459999
83.150002,84.839996,68.779999,49.630001,73.910004,69.510002,90.550003,76.25
81.410004,78.620003,70.879997,54.389999,64.43,70.239998,87.43,75.870003
79.360001,79.110001,67.160004,51.830002,61.869999,58.869999,88.529999,70.599998
80.82,83.739998,70.290001,50.450001,59.5,70.860001,90.529999,70.970001
82.610001,81,68.309998,55.919998,65.959999,63.57,89.68,77.330002
82.290001,80.910004,69.199997,56.189999,68.07,68.860001,90.919998,75.629997
83.57,86.940002,81.360001,48.799999,67.760002,73.010002,84.400002,70.620003
82.050003,77.860001,73.290001,50.290001,60.599998,71.889999,89.290001,68.019997
80.989998,81.440002,66.900002,54.619999,63.919998,72.010002,87.379997,79.690002
80.779999,80.75,66.379997,48.880001,63.700001,71.669998,87.650002,77.790001
80.160004,84.830002,73.330002,48.900002,57.16,66.050003,87.989998,76.349998
80.330002,78.879997,65.639999,56.939999,63.099998,70.730003,90.669998,79.370003
78.550003,78.650002,66.870003,52.380001,61.32,66.790001,87.099998,74.540001
80.239998,80.269997,66.279999,50.59,60.529999,68.349998,92.029999,73.860001
82.75,79.709999,72.389999,53.240002,67.489998,71.860001,86.589996,76.610001
83.800003,83.160004,67.080002,57.139999,65.349998,72.269997,92.019997,76.970001
77.330002,73.099998,64.699997,42.650002,58.150002,64.190002,83.43,57.18
80.809998,76.849998,68.760002,56.369999,69.029999,69.440002,85.730003,74.989998
81.040001,81.370003,69.5,49.619999,67.889999,59.990002,89.050003,74.830002
82.629997,81.279999,69.099998,52.82,63.549999,66.660004,88.5,73.449997
85.18,82.589996,67.059998,56.389999,66.290001,65.239998,87.980003,80.449997
82.660004,83.220001,75.989998,53.07,66.220001,69.989998,89.059998,77.660004
80.07,80.019997,64.949997,55.34,61.639999,62.150002,89.300003,80.169998
81.75,80.959999,62.299999,55.130001,64.769997,64,88.720001,75.699997
77.879997,79.300003,66.330002,56.400002,68.139999,77.129997,85.25,71.870003
82.059998,81.779999,65.029999,55.580002,66.099998,69.209999,86.580002,82.18
79.589996,77.480003,66.739998,45.209999,58.93,65.980003,85.529999,65.160004
78.910004,76.699997,71.440002,47.200001,60.490002,73.529999,86.400002,66.699997
81.720001,82.110001,64.089996,58.91,63.549999,62.98,89.5,78.059998
79.410004,77.309998,81.800003,58.580002,85.709999,73.699997,86.379997,70.059998
76.720001,80.910004,65.07,50.34,62.509998,65.459999,87.709999,72.75
79.5,80.199997,69.580002,52.59,63.549999,59.52,85.650002,74.57
80.839996,78.800003,65.690002,54.299999,66.879997,72.309998,88.25,79.089996
82.669998,85.290001,71.730003,54.32,67.529999,69.019997,87.25,73.910004
81.360001,85.129997,67.529999,56.060001,67.040001,68.730003,88.68,80.209999
85.800003,93.410004,63.75,49.77,79.099998,70.370003,93.330002,75.25
80.470001,81.309998,65.800003,55.880001,64.440002,71.25,88.410004,78.18
82.25,81.739998,66.839996,54.959999,62.490002,67.300003,86.459999,71.199997
83.120003,84.910004,65.220001,58.060001,71.260002,73.389999,91.879997,71.889999
77.010002,75.580002,62.599998,44.189999,55.27,54.599998,86.790001,62.119999
83.559998,82.800003,74.910004,55.810001,67.989998,76.209999,88.919998,77.839996
75.589996,76.099998,64.870003,48.529999,59.220001,64.669998,87.82,67.910004
79.480003,81.519997,61.470001,53.919998,69.970001,62.860001,90.459999,66.769997
78.93,82.110001,59.02,55.34,63.060001,68.550003,89.379997,78.459999
81.830002,84.019997,67.360001,58.34,69.739998,74.029999,87.209999,84.220001
80.279999,82.900002,65.360001,42.990002,61.59,66.959999,88.169998,72.699997
81.830002,80.379997,67.370003,53.990002,64.169998,66.699997,87.660004,78.669998
83.120003,81.290001,73.599998,50.740002,65.830002,71.379997,86.089996,71.610001
78.239998,84.370003,61.130001,55.060001,63.540001,64.139999,88.470001,71.790001
76.68,81.730003,72.639999,49.939999,60.5,69.910004,88.019997,66.400002
82.110001,83.25,67.379997,54.939999,63.549999,62.93,89.779999,71.059998
79.919998,83.559998,70.709999,54.740002,62.139999,77.290001,85.559998,76.25
81.07,80.599998,68.339996,57.630001,65.07,74.900002,86.900002,81.769997
78.32,78.760002,60.029999,53.310001,60.93,59.110001,90.110001,72.360001
78.480003,83.309998,63.110001,47.389999,61.66,70.949997,86.699997,67.57
81.349998,81.370003,65.809998,54.810001,66.239998,65.620003,83.849998,77.809998
82.650002,82.360001,80.400002,38.68,64.339996,71.110001,85.900002,62.200001
73.089996,76.620003,57.880001,48.779999,56.950001,59.75,83.470001,66.139999
78.690002,80.519997,68.099998,49.419998,60.43,66.339996,89.269997,71.559998
79.449997,81.800003,63.040001,39.630001,59.139999,65.839996,90.370003,70.029999
83.309998,80.900002,64.779999,58.549999,67.010002,66.699997,88.849998,71.970001
80.309998,82.360001,68.889999,57.02,63.669998,74.400002,84.540001,77.370003
85.18,86.150002,76.290001,57.959999,69.879997,74.07,87.650002,78.550003
80.889999,88.610001,73.18,49.540001,65.07,70.290001,88.720001,73.900002
84.43,81.989998,72.5,55.84,67.510002,68.300003,86.889999,77.379997
80.809998,82.800003,68.800003,47.470001,61.709999,62.57,87.690002,72.599998
82.43,80.739998,68.989998,50.610001,67.139999,64.32,87.449997,65.349998
81.330002,83.699997,65.029999,53.139999,64.57,69.809998,85.370003,73.900002
84.389999,83.059998,69.07,58.110001,69.75,76.720001,87.239998,79.57
83.400002,86.099998,70.879997,57.759998,66.129997,64.980003,92.25,81.379997
85.089996,84.339996,72.919998,58.419998,68.699997,70.849998,91.739998,84.32
81.879997,80.040001,65.480003,54.330002,66.470001,64.970001,88.959999,69.910004
79.519997,81.82,61.029999,55.099998,66.190002,67.599998,85.290001,77.459999
83.550003,83.989998,64.68,58.279999,70.160004,75.580002,90.910004,84.400002
80.099998,80.720001,65.449997,54.080002,65.639999,64.449997,87.699997,72.339996
82.099998,84.529999,76.650002,56.310001,69.370003,78.139999,88.440002,79.309998
79.129997,80.410004,62.630001,51.790001,67.769997,62.810001,86.800003,66.800003
83.610001,83.470001,69.559998,57.82,66.339996,73.519997,90.059998,79.75
78.459999,80.040001,58.549999,51.07,62.889999,57.139999,87.510002,69.809998
82.449997,80.849998,69.830002,50.75,65.400002,68.849998,84.800003,75.290001
82.449997,84.669998,69.660004,53.580002,67.389999,72.139999,86.57,78.400002
81.910004,80.559998,68.080002,58.220001,65.690002,65.230003,87.730003,74.449997
77.099998,82.379997,69.120003,49.869999,62.779999,67.489998,88.360001,68.099998
78.839996,80.330002,62.049999,55.380001,63.07,64.82,88.150002,75.339996
78.279999,77.440002,62.080002,51.43,64.199997,62.34,88.050003,69.389999
81.07,82.510002,66.220001,48.23,60.959999,64.419998,85.970001,66.699997
82.349998,84.769997,72.610001,59.23,70.610001,67.43,93.120003,78.199997
84.959999,83.389999,72.080002,59.73,69.860001,67.860001,91.379997,80.739998
81.089996,80.779999,62.599998,47.900002,64.110001,64.489998,84.639999,68.860001
79.970001,78.050003,66.690002,46.73,64.580002,60.959999,85.709999,71.589996
77.370003,79.459999,57.259998,41.439999,61.220001,60.07,86.5,63.150002
78.279999,82.089996,68.239998,50.259998,63.900002,70.309998,85.690002,71.919998
88.32,93.459999,89.209999,60.330002,75.730003,78.160004,88.709999,88.599998
78.449997,79.459999,68.489998,50.959999,63.650002,66.040001,87.510002,71.589996
83.110001,77.610001,66.110001,56.259998,62.759998,74.370003,89.099998,82.709999
80.43,78.279999,66.650002,52.849998,62.369999,56.959999,89.919998,72.559998
83.980003,83.349998,69.879997,55.529999,65.690002,59.25,89.459999,71.790001
82.080002,83.400002,65.910004,59.459999,66.309998,61.98,90.449997,79.980003
84.169998,83.230003,75.059998,57.419998,73.760002,68.489998,87.940002,71.269997
78.669998,83.480003,58.990002,54.799999,62.450001,66.879997,89.410004,75.629997
79.709999,77.139999,61.490002,51.380001,60.16,63.02,87.980003,72.769997
78.650002,81.540001,61.529999,57.209999,62.41,62.330002,90.559998,75.830002
82.220001,83.629997,73.559998,56.790001,69.660004,73.120003,88.900002,80.800003
77.610001,74.940002,65.260002,50.009998,63.75,58.990002,88.699997,68.300003
81.330002,80.809998,67.32,56.349998,64.57,66.510002,85,77.239998
80.660004,83.059998,68.57,56.23,59.68,64.720001,90.370003,79.790001
81.239998,78.860001,67.699997,52.540001,61.700001,62.130001,87.309998,71.639999
80.360001,80.370003,71.519997,50.650002,64.839996,59.889999,87.669998,73.260002
79.760002,80.339996,65.389999,50.450001,64.230003,63.25,92.629997,75.419998
80.779999,85.040001,63.860001,53.810001,64.830002,66.550003,87.470001,74.669998
79.059998,82.160004,71.910004,51.290001,65,73.239998,86.809998,72.279999
81.809998,80.730003,70.870003,51.799999,65.360001,69.370003,89.730003,73.43
82.360001,79.769997,68.639999,57.009998,66,62.389999,89.25,78.239998
83.059998,84.269997,69.68,56.130001,65.690002,66.07,87.699997,79.699997
80.660004,79.839996,73.150002,51.560001,63.900002,70.730003,85.68,69.650002
80.68,81.900002,65.349998,57.470001,63.560001,70.330002,87.540001,82.349998
81.190002,85.550003,69.559998,54.580002,67.610001,72.849998,86.550003,79.720001
78.279999,81.779999,67.120003,49.990002,61.040001,72.360001,88.129997,72.559998
79.25,80.239998,70.800003,53.650002,65.779999,61.5,89.07,64.589996
79.860001,80.919998,68.669998,53.52,68.110001,66.699997,92.110001,75.040001
82.099998,83.449997,69.650002,57.93,65.540001,65.440002,89.239998,80.919998
79.790001,82.230003,62.330002,52.779999,62.84,65.18,88.470001,72.830002
78.57,84.879997,63.040001,43.52,66.080002,71.449997,84.93,68.190002
78.699997,82.949997,62,52.84,62.73,66.739998,88.75,76.480003
80.589996,78.269997,68.940002,53.98,63.259998,67.050003,88.790001,74.519997
82.589996,81.389999,66.599998,59.41,67.480003,56.23,92.230003,76.879997
82.120003,86.029999,75.68,46.610001,71.120003,73.309998,85.410004,73.599998
81.730003,79.5,67.650002,52.779999,64.440002,65.519997,90.239998,72.260002
82.669998,80.550003,67.919998,56.259998,64.730003,72.910004,88.389999,80.889999
79.93,81.5,66.529999,53.580002,64.199997,60.040001,88.900002,73.080002
80.919998,80.379997,67.760002,55.139999,64.18,72.040001,86.480003,81.370003
82.32,84.489998,74.730003,48.939999,65.800003,63.849998,88.139999,65.830002
79.620003,80.550003,60.689999,47.419998,66.269997,71.699997,84,69.339996
76.580002,85.370003,58.540001,42.880001,60.889999,65.839996,86.589996,67.199997
77.050003,82.199997,68.07,53.639999,64.550003,70.339996,90.800003,73.660004
78.739998,81.269997,67.709999,52.419998,63.240002,62.139999,88.199997,73.059998
81.660004,81.139999,67.099998,54,65.779999,69.860001,87.379997,78.739998
82.75,83.349998,70.989998,51.549999,63.169998,66.75,88.160004,75.540001
80.339996,80.68,60.619999,55.32,63.450001,64.75,87.550003,78.510002
80.279999,78.940002,68.279999,50.209999,66.43,67.779999,89.589996,73.970001
81.839996,84.980003,70.93,56.540001,67.129997,63.720001,89.919998,82.07
81.169998,81.379997,70.550003,42.150002,66.830002,70.900002,88.739998,67.139999
80.940002,80.669998,63.68,55.84,66.459999,62.509998,90.010002,78.040001
79.639999,76.849998,67.43,50.560001,57.650002,61.360001,86.300003,67.989998
83.110001,80.32,68.239998,56.240002,63.84,57.110001,87.43,72.07
84.410004,84.360001,68.510002,54.139999,68.620003,65.150002,88.169998,76.690002
76.540001,76.019997,51.189999,45.689999,58.529999,52.209999,86.650002,64.190002
83.190002,80.639999,69.360001,53.18,67.739998,73.959999,89.519997,75.480003
81.25,84.230003,68.949997,52.709999,67.650002,70.540001,89.93,76.839996
84.330002,83.080002,72.989998,59.98,69.730003,71.300003,91.809998,79.290001
78.989998,79.07,64.980003,50.450001,63.360001,62.869999,87.330002,67.139999
81.610001,81.089996,64.199997,54.990002,64.199997,69.5,89.120003,81.690002
86.410004,85.470001,78.68,65.809998,73.860001,83.589996,89.599998,84.139999
80.32,77.779999,61.799999,54.509998,67,59.759998,89.160004,70.580002
82.879997,83.889999,66.339996,50.689999,64.5,71.029999,89.82,76.599998
79.900002,77.309998,66.889999,52.200001,62.389999,61.279999,87.669998,74.529999
80.75,78.580002,60.630001,53.740002,61.07,64.639999,89.919998,71.959999
81.949997,82.360001,68.839996,53.509998,66.68,64.510002,90.349998,76.449997
84.309998,83.800003,70.169998,52.07,72.580002,63.029999,84.269997,70.910004
77.059998,77.720001,66.269997,44.439999,61.610001,61.810001,86.629997,63.48
78.879997,81.639999,62.209999,55.029999,64,68.050003,89.879997,76.120003
83.410004,82.629997,69.959999,55.349998,64.68,69.559998,88.940002,78.510002
78.480003,81.769997,58.66,50.880001,63.959999,65.809998,87.07,74.650002
79.529999,80.769997,70.57,52.470001,64.059998,57.889999,88.080002,71.849998
81.639999,78.779999,67.559998,49.310001,66.199997,65.519997,86.279999,71.769997
81.989998,79.040001,71.339996,54.580002,69.25,66.980003,88.139999,69.309998
78.769997,82,62.110001,51.810001,65.589996,68.93,87.169998,73.660004
80,84.25,65.919998,55.599998,66.139999,61.41,88.190002,76.860001
80.970001,80.68,66.709999,58.169998,65.459999,69.029999,90.459999,83.519997
82.480003,82.830002,73.669998,56.459999,59.919998,76.220001,89.419998,66.5
82.449997,83.889999,71.419998,60.66,65.089996,67.07,88.220001,85.540001
81.519997,79.480003,66.07,54.150002,63.330002,68.779999,88.709999,75.779999
80.410004,81.18,66.629997,48.560001,64.580002,66.18,89.919998,71.169998
80.709999,82.470001,67.410004,57.130001,64.18,66.660004,86.879997,83.760002
82.339996,78.120003,70.779999,56.619999,66.75,62.529999,88.260002,76.949997
81.230003,80.910004,56.73,55.75,64.720001,56.990002,88.230003,75.120003
80.699997,78.919998,64,53.48,64.709999,69.330002,88.690002,74.370003
80.870003,83.010002,64.610001,50.560001,65.330002,70.139999,86.919998,75.68
80.660004,77.870003,68.68,56.310001,61.990002,71.110001,87.800003,74.660004
79.379997,80.230003,73.419998,51.82,65.18,71.779999,91.93,71.120003
82.360001,81.519997,68.129997,58.419998,67.230003,65.559998,89.879997,80.639999
80.660004,77.879997,66.480003,52.669998,62.16,65.379997,86.720001,74.489998
79.970001,82.970001,64.660004,55.16,66.760002,71.370003,86.419998,76.639999
81.989998,79.269997,71.559998,51.700001,64.160004,66.580002,89.699997,75.07
80.949997,82.330002,70.290001,47.959999,66.919998,65.580002,88.519997,71.800003
81.760002,82.150002,69.690002,54.5,65.470001,66.830002,89.230003,72.07
79.919998,76.779999,65.629997,55.389999,62.619999,71.410004,90.139999,76.510002
79.959999,82.209999,61.84,58.540001,67.110001,68.980003,85.169998,75.120003
83.080002,80.660004,70.339996,52.650002,65.75,69.769997,88.739998,69.57
81.690002,81.730003,72.5,56.09,64.889999,69.720001,87.610001,78.32
74.93,73.370003,63.369999,49.220001,61.369999,57.709999,90.580002,69.309998
79.889999,80.580002,66.129997,52.330002,64.410004,63.970001,88.580002,70.580002
75.620003,88.5,70.129997,47.34,64.32,72.199997,80.080002,66.279999
80.160004,80.730003,62.91,53.919998,63.220001,63.099998,89.82,75.480003
79.239998,81.790001,73.550003,52.880001,65.269997,65.089996,92.910004,73.779999
80.120003,82.18,62.5,44.27,67.279999,68.239998,88.959999,66.769997
82.940002,78.739998,69.540001,50.130001,62.639999,65.760002,85.129997,70.400002
77.190002,80.919998,63.5,49.02,62.02,70.959999,89.959999,72.260002
82.580002,84.010002,71.139999,56.41,67.57,72.57,89.029999,79.970001
77.32,82.010002,61.639999,42.59,62.91,62.970001,88.419998,65.510002
79.970001,78.660004,62.279999,52.16,62.040001,57.080002,88.040001,71.959999
83.470001,85.169998,76.860001,55.900002,71.830002,69.809998,91.580002,76.82
85.110001,83.940002,75.419998,54.41,72.269997,75.989998,90.690002,75.230003
81.580002,82.68,65.32,54.52,65.260002,65.650002,86.199997,72.190002
80.650002,81.639999,63,46.52,69.5,69.150002,88.010002,71.269997
81.349998,81.349998,70.120003,52.200001,62.790001,71.849998,86.769997,79.690002
80.239998,82.290001,65.769997,54.34,61.18,67.900002,91.400002,76.129997
82.279999,86.010002,67.690002,51.599998,71.900002,69.610001,87.150002,76.07
82.029999,79.970001,64.209999,52.990002,64.019997,60.810001,88.959999,67.489998
78.489998,82.190002,59.709999,52.959999,67.080002,60.52,91.599998,70.839996
78.019997,80.050003,63.119999,50.68,56.560001,70.129997,83.769997,71.400002
75.260002,79.540001,70.360001,50.310001,58.779999,69.360001,87.779999,70.419998
79.25,82.580002,65.349998,53.959999,63.279999,68.32,89.129997,73.440002
82.919998,83.889999,69.110001,53.23,65.790001,64.660004,86.949997,73.769997
76.82,78.220001,59.610001,42.450001,66.019997,62.490002,84.620003,62.110001
79.699997,83.220001,63.959999,54.57,65.879997,63.740002,89.870003,77.919998
82.989998,80.559998,66.709999,52.91,62.790001,65.690002,86.800003,81.07
80.279999,79.730003,65.309998,54.549999,65.800003,69.5,86.379997,75.209999
78.809998,77.239998,61.509998,53.139999,59.740002,70.970001,91.650002,73.510002
79.760002,78.089996,58.59,52.470001,58.419998,62.060001,85.889999,70.040001
77.610001,78.419998,63.73,49.459999,58.52,66.349998,86.809998,67.25
79,82.440002,61.41,51.720001,63.060001,69.93,86.379997,66.209999
79.93,80.300003,59.68,51.130001,61.900002,55.889999,88.290001,70.739998
79.529999,78.730003,63.119999,52.290001,60.080002,62.16,85.059998,70.779999
83.059998,82.669998,68.169998,57.040001,68.589996,68.599998,88.739998,78.389999
77.790001,82.129997,63.619999,50.09,64.330002,64.650002,86.379997,69.419998
78.190002,81.029999,67.699997,47.419998,69.709999,76.410004,88.690002,69.410004
83.220001,81.440002,68.309998,56.630001,67.620003,65.139999,91.400002,74.589996
77.830002,78.839996,60.98,49.5,65.300003,65.300003,87.620003,70.349998
80.370003,80.57,64.900002,52.18,64.529999,71.43,85.470001,74.300003
80.599998,82.410004,67.529999,52.119999,64.349998,62.220001,87.290001,77.25
82.5,82.209999,69.589996,55.310001,64.400002,68.419998,89.620003,73.68
82.050003,83.099998,70.32,51.610001,59.130001,68.610001,91.489998,79.68
73.970001,75.160004,56.470001,50.220001,61.23,60.450001,86.889999,69.949997
79.639999,76.580002,64.300003,46.07,63.5,63.490002,86.230003,70.220001
83.269997,81.660004,66.360001,55.099998,64.529999,62.599998,88.629997,78.519997
78.07,84.349998,66.440002,52.139999,65.029999,63.610001,87.699997,70.160004
84.82,85.120003,78.129997,55.869999,73.669998,69.949997,89,77.32
78.43,79.870003,62.799999,41.509998,63.23,65.459999,85.68,66.400002
78.599998,76.580002,62.220001,49.09,61.09,62.27,87.730003,61.209999
75.760002,79.150002,63.889999,51.860001,59.91,67.82,87.489998,74.559998
83.800003,82.019997,66.660004,56.650002,64.160004,67.779999,89.410004,76.360001
78.150002,81.730003,64.949997,48.82,66.010002,68.529999,86.050003,68.160004
77.559998,84.480003,62.599998,50.759998,63.669998,66.730003,88.480003,72.040001
81.690002,88.269997,69.529999,55.139999,69.900002,73.190002,87.010002,80.029999
79.669998,80.209999,60.650002,51.200001,64.220001,67.510002,84.379997,74.360001
80.449997,80.550003,65.260002,49.580002,62.869999,68.389999,88.93,74.739998
80.980003,83.68,69.019997,52.049999,63.900002,72.800003,90.910004,77.489998
77.300003,78.339996,60.900002,52.860001,61.349998,57.849998,90.529999,69.650002
79.389999,82.18,64.199997,51.490002,61.169998,69.470001,87.099998,74.029999
82.790001,87.419998,71.110001,49.740002,64.400002,72.269997,89.93,67.459999
83.660004,89.629997,74.290001,50.279999,80.279999,72.169998,86.589996,75
75.900002,79.57,55.959999,44.5,60.860001,61.200001,83.669998,56.099998
79.110001,81.360001,65.169998,52.099998,66.800003,69.650002,88.75,69.790001
81.410004,80.510002,71.870003,46.630001,63.310001,62.939999,89.589996,67
80.230003,79.510002,71.160004,53.52,68.839996,67.440002,89.480003,73.110001
84.589996,82.800003,74.290001,54.299999,66.120003,72.940002,86.050003,75.290001
78.489998,78.940002,61.139999,47.98,60.880001,66.480003,86.93,69.660004
83.940002,80.330002,68.800003,52.77,65.25,64.800003,88.43,72.730003
86.199997,84.459999,75.389999,54.34,69.709999,72.639999,90.580002,76.239998
80.720001,80.190002,59.77,55.779999,63.41,65.18,88.220001,73.779999
80.32,77.040001,75.099998,52.73,64.730003,66.779999,85.089996,74.199997
84.769997,84.220001,71.339996,54.259998,70.599998,74.18,92.93,83.620003
78.260002,74.529999,59.57,48.080002,58.439999,55.849998,87.199997,68.209999
77.470001,77.699997,60.220001,47.75,61.360001,59.669998,85.150002,62.23
79.919998,81.489998,62.639999,54.98,64.43,63.349998,89.779999,73.959999
79.309998,79.540001,76.660004,49.740002,66.449997,67.959999,90.919998,70.330002
80.099998,82.169998,65.940002,49.810001,63.43,68.989998,88.190002,70.239998
80.230003,83.419998,66.290001,51.130001,64.769997,65.339996,89.400002,72.129997
79.75,83.860001,66.82,55.639999,61.639999,68.050003,88.620003,79.669998
83.269997,81.699997,71.709999,52.439999,65.830002,72.139999,88.809998,72.349998
81.199997,84.959999,70.18,59.360001,67.889999,69.010002,92.120003,80.639999
81.949997,81.989998,69.510002,59.970001,72.910004,74.370003,89.550003,81.389999
80.489998,78.440002,71.650002,47.68,67.370003,69.949997,87.410004,68.589996
77.669998,79.269997,68.43,52.209999,64.940002,60.310001,90.970001,71.32
81.93,84.290001,71.32,55.02,67.029999,64.720001,90.059998,79.389999
78.389999,82.5,69.379997,47.029999,62.66,66.150002,87.43,72.519997
82.25,82.120003,69.470001,59.18,68.07,71.099998,89.980003,79.739998
77.5,79.040001,70.32,49.09,62.669998,70.93,84.43,66.599998
80.559998,84.440002,66.410004,49.34,68.550003,71.300003,88.720001,73.790001
83.970001,86.669998,70.550003,46.259998,64.769997,72.800003,87.279999,78.410004
80.300003,82.419998,70.089996,48.880001,64.68,69.190002,85.849998,75.610001
79.620003,82.82,67.050003,50.889999,65.260002,68.57,88.43,76.160004
80.769997,76.779999,71.110001,53.919998,61.419998,57.59,89.290001,78.260002
82.980003,80.940002,70.010002,56.689999,67.190002,68.480003,87.540001,75.690002
84.809998,82.5,68.150002,62.459999,69.870003,58.34,90.400002,80.989998
81.879997,86.879997,71.360001,57.400002,70.620003,72.540001,89.489998,81.669998
77.470001,78.800003,59.919998,47.560001,63,60.470001,83.150002,68.470001
66.489998,82.220001,49.77,40.110001,49.610001,66.910004,72.290001,51.779999
82.099998,81.860001,64.540001,49.220001,61.720001,66.870003,81.269997,72.480003
79.760002,80.099998,64.669998,53.41,64.510002,64.419998,89.169998,75.059998
79.650002,77.68,66.690002,48.650002,61.59,61.509998,93.160004,69.07
81.529999,82.639999,67.139999,55.450001,66.470001,68.660004,89.339996,76.110001
83.459999,79.720001,69.919998,54.259998,64.650002,65.959999,88.690002,79.279999
78.580002,76.82,63.439999,49.48,62.73,68.489998,87.75,72.949997
82.190002,81.68,70,54.450001,69.110001,63.48,89.760002,72.519997
85.629997,86.739998,68.32,52.009998,66.489998,67.739998,89.050003,73.349998
77.330002,77.709999,63.32,51.700001,61.509998,61.23,86.290001,72.330002
82.699997,78.540001,65.220001,52.779999,65.209999,66.449997,87.050003,80.949997
80.790001,83.160004,69.25,46.93,71.269997,73.580002,90.220001,72.07
79.970001,80.160004,68.709999,52.07,63.700001,60.150002,87.370003,71.519997
81.470001,80.93,70.540001,51.369999,61.369999,66.209999,88.480003,69.949997
77.540001,74.660004,64.529999,49.09,60.689999,67.019997,86.050003,69.18
79.43,82.040001,67.139999,50.860001,65.720001,64.18,88.440002,76.129997
82.480003,81.220001,67.110001,55.25,70.339996,68.389999,91.660004,67
80.110001,83.580002,71.139999,58.919998,65.5,79.019997,88.400002,81.370003
78.919998,76.739998,68.989998,50.279999,57.73,67.720001,82.150002,73.629997
79.410004,80.57,64.730003,55.09,60.689999,64.510002,89.739998,73.919998
78.360001,79.599998,65.160004,54.25,67.769997,71.339996,91.080002,70.019997
78.660004,80.5,63.419998,49.610001,64.389999,63.360001,86.379997,67.360001
78.800003,83.860001,66.580002,49.990002,67.040001,68.059998,89.129997,73.860001
80.120003,82.080002,67.860001,55.060001,64.889999,70.309998,88.129997,67.010002
82.099998,83.769997,67.620003,42.150002,68.790001,70.580002,89.400002,69.610001
82.510002,83.669998,64.220001,45.5,63.98,68.760002,84.139999,66.889999
79.220001,81.190002,65.970001,51.849998,58.279999,70.050003,85.82,78.209999
78.639999,80.459999,61.459999,53.459999,63.830002,61.209999,86.730003,76.410004
78.150002,79.379997,70.529999,55.290001,66.949997,60.57,92.339996,76.879997
79.510002,80.720001,66.75,53.419998,62.959999,73.07,91.610001,81.110001
79.019997,81.830002,60.57,49.959999,64.699997,64.779999,89.050003,76.230003
81.419998,82.620003,74.739998,58.790001,70.980003,70.18,89.559998,80.739998
79.519997,78.779999,62.400002,54.27,61.740002,63.720001,87.779999,74.790001
79.089996,76,67.779999,51.27,63.040001,62.639999,87.720001,67.230003
82.540001,82.190002,64.959999,57.34,66.589996,60.43,90.279999,76.989998
80.470001,78.459999,75.959999,56.470001,61.27,78.089996,92.510002,65.849998
80.330002,81.730003,66.879997,54.040001,64.059998,71.339996,86.260002,79.010002
81.199997,81.949997,64.760002,53.43,69.410004,65.099998,92.110001,77.410004
81.129997,80.129997,61.389999,53.869999,64.959999,61.290001,88.339996,74.599998
79.370003,82.769997,60.689999,52.900002,63.82,66.690002,86.610001,73.169998
81.779999,84.029999,71.949997,58.029999,67.980003,68.989998,89.050003,79.959999
86.860001,91.790001,78.540001,58.779999,74.040001,78.339996,87.949997,79.900002
75.699997,81.690002,68.239998,53.189999,65.739998,65.110001,88.389999,69.690002
80.599998,78.620003,72.010002,54.59,66.010002,67.919998,87.43,75.050003
