nurses,doctors,staff,care,meds,clean,info,rating
82.720001,82.260002,69.779999,56.360001,65.169998,72.129997,88.940002,77.639999
84.220001,83.230003,71.720001,56.040001,67.610001,61.970001,90.879997,75.879997
80.360001,84.610001,63.560001,59.009998,65.470001,76.699997,88.75,78.650002
83.400002,83.279999,72.830002,58.740002,67.389999,69.400002,88.730003,80.309998
80.980003,84.269997,76.160004,48.209999,68.580002,71.839996,85.220001,75.32
83.330002,80.139999,68.089996,55.169998,65.370003,66.550003,89.050003,83.199997
84.239998,84.599998,69.970001,59.43,66.489998,68.089996,89.260002,83.82
85.230003,87.75,76.339996,58.049999,72.519997,76.650002,91.199997,77.610001
86.5,84.68,74.440002,57.209999,66.959999,77.330002,86.540001,81.040001
82.57,80.550003,66.879997,55.52,66.25,69.279999,91.190002,66.769997
84.870003,85.639999,75.910004,61.73,72.18,80.120003,89.379997,84.470001
85.099998,84.279999,70.669998,52.07,68.760002,72.589996,84.349998,72.839996
82.489998,81.129997,75.400002,55.779999,65.419998,75.669998,84.900002,72.379997
86.339996,87.150002,79.970001,66.980003,72.510002,74.190002,91.360001,92.349998
82.779999,80.330002,67.910004,54.290001,64.120003,61.310001,91.440002,71.139999
79.599998,85.849998,68.279999,46.77,67.440002,74.589996,86.129997,76.470001
82.220001,83.860001,67.279999,58.75,68.169998,68.089996,90.910004,80.889999
77.900002,83.110001,63.09,50.16,65.07,65.610001,87.400002,69.790001
82.160004,80.730003,69.459999,58.360001,66.190002,77.239998,88.669998,74.580002
83.169998,86.559998,73.860001,44.5,73.410004,72.739998,89.980003,77.949997
84.099998,79.410004,77.529999,51.32,63.43,69.230003,91.25,76
83.169998,83.330002,71.309998,57.349998,67.519997,75.209999,88.410004,84.559998
82.010002,82.879997,68.919998,55.240002,68.919998,70.300003,90.029999,77.040001
87.32,85.18,78.480003,58.849998,73.459999,78.269997,91.599998,82.879997
80.830002,86.959999,70,57.259998,69.349998,73.120003,88.559998,70.57
84.959999,84.370003,76.650002,58.169998,66.410004,71.110001,91.059998,74.050003
83.68,83.529999,81.260002,59.279999,74.010002,69.779999,90.779999,76.260002
85.169998,83.970001,64.309998,53.07,61.860001,70.949997,86.129997,73.07
80.889999,81.849998,75.290001,58.599998,64.5,74.940002,90.139999,86.769997
86.720001,95.239998,85.220001,53.119999,64.169998,73.93,84.559998,79.519997
85.510002,85.190002,70.370003,52.07,72.610001,73.93,86.599998,75.739998
84.040001,83.550003,73.720001,57.080002,67.860001,68.800003,91.629997,80.209999
81.449997,83.449997,66.019997,55.34,66.32,62.610001,88.400002,74.099998
85.139999,83.260002,80.110001,57.639999,64.870003,73.510002,86.449997,86.029999
86.800003,85.5,76.580002,62.27,70.239998,74.080002,95.330002,85.199997
81.449997,84,72.370003,59.77,65.699997,70.18,90.010002,80.959999
86.970001,92.309998,72.160004,61.740002,63.43,70.459999,79.389999,73.660004
74.790001,76.760002,59.560001,50.349998,59.380001,70.849998,86.019997,71.790001
83.790001,93.300003,73.139999,47.549999,79.139999,77.870003,87.720001,74.089996
92.910004,94.699997,88.980003,58.310001,72.449997,86.150002,88.519997,83.18
85.330002,83.120003,77.410004,54.740002,74.82,69.800003,87.910004,70.199997
86.25,86.68,70.620003,60.98,67.779999,77.580002,87.849998,79.339996
81.720001,82.370003,68.290001,50.349998,62.43,72.839996,91.300003,75.199997
80.629997,83.919998,67.279999,54.970001,67.07,63.459999,88.440002,71.43
83.849998,85.870003,73.879997,60.099998,65.360001,72.339996,91.059998,80.739998
81.43,82.410004,74.980003,57.77,65.199997,68.790001,87.699997,76.279999
84.410004,81.690002,65.25,52.93,65.860001,63.290001,91.639999,81.339996
82.480003,91.110001,74.080002,44.970001,76.629997,73.449997,85.040001,70.800003
85.169998,85.440002,75.199997,58.099998,69.940002,73.339996,92.029999,79.230003
81.769997,84.68,73.230003,51.709999,65.910004,71.18,80.089996,68.059998
83.760002,86.660004,68.699997,53.07,65.660004,71.360001,88.129997,79.089996
78.599998,78.389999,68.339996,52.09,63.799999,67.739998,87.470001,72.150002
76.269997,80.349998,65.550003,63.830002,60.529999,71.830002,85.459999,63.130001
85.309998,88.720001,74.239998,62.18,67.870003,73.849998,87.43,79.989998
88.300003,89.860001,75.110001,65.220001,74.449997,74.029999,86.739998,84.339996
82.239998,85,72.989998,58.41,67,65.029999,89.879997,82.889999
82.93,81.480003,68.690002,53.25,67.059998,71.760002,83.360001,74.029999
82.849998,80.019997,67.389999,55.09,64.959999,65.709999,85.870003,77.5
80.339996,81,66.480003,55.490002,64.300003,67.089996,85.489998,75.059998
83.860001,81.510002,74.199997,54.369999,67.870003,66.610001,87.900002,75.010002
79.400002,80.279999,74.580002,55.240002,60.419998,69.669998,90.540001,83.800003
86.839996,84.830002,73.110001,59.130001,69.540001,74.870003,91.110001,84
88.339996,85.589996,77.910004,65.360001,71.040001,66.919998,94.239998,87.300003
78.290001,78.110001,65.160004,51.349998,68.940002,65.419998,87.790001,73.639999
82.959999,84.199997,67.139999,52.529999,66.989998,68.25,91.690002,76.849998
83.959999,85.919998,67.739998,56.52,66.610001,75.279999,88.620003,75.849998
83.900002,81.720001,75.910004,52.959999,65.970001,71.269997,88.43,63.77
83.360001,86.339996,65.629997,58.459999,60.060001,76.019997,86.699997,72.489998
82.25,82.519997,73.900002,48.830002,60.990002,65.370003,91.370003,66.949997
88.129997,83.790001,77.639999,61.880001,78.370003,81.080002,86.330002,85.169998
79.989998,83.440002,57.610001,54.939999,64.769997,70.160004,85.620003,68.220001
80.190002,84.099998,67.550003,57.599998,64.790001,72.779999,89.5,79.400002
82.290001,81.32,65.75,52.189999,64.400002,73.510002,87.5,73.099998
83.279999,81.75,76.980003,53.360001,68.650002,65.519997,91.730003,70.75
85.349998,80.449997,77.339996,57.740002,67.029999,60.59,88.809998,82.230003
80.199997,81.43,64.32,50.560001,63.43,63.209999,90.309998,74.480003
84.5,83.440002,69.620003,60.169998,68.849998,72.230003,91.010002,80.260002
80.559998,82.660004,64.25,61.450001,69.889999,61.52,91.760002,79.849998
82.93,82.010002,68.440002,56.509998,67.510002,69.660004,88.849998,82.519997
87.169998,82.82,77.870003,54.779999,68.959999,71.910004,86.230003,77.199997
88.410004,96.720001,79.589996,54.259998,65.919998,81.139999,83.949997,85.910004
88.790001,87.599998,76.699997,68.860001,79.889999,84.529999,93.410004,93.040001
85.410004,79.610001,73.75,53.849998,61.759998,67.279999,87.779999,75.160004
84.080002,80.610001,73.870003,46.52,67.169998,69.099998,86.629997,69.580002
81.870003,82.349998,67.169998,56.139999,66.879997,70.629997,89.360001,76.82
82.93,83.889999,66.82,59.02,66.5,70.620003,88.150002,83.370003
80.25,75.989998,73.230003,51.009998,68.300003,68.279999,81.919998,70.419998
83.32,83.099998,73.440002,51.889999,72.93,72.150002,86.589996,71.43
81.489998,84.110001,66.580002,57.150002,63.330002,69.860001,92.029999,81.540001
84.690002,83.709999,73.139999,60.380001,66.760002,68.93,91.440002,87.169998
84.809998,84.790001,71.629997,61.880001,73.690002,75.690002,90.610001,79.269997
85.849998,87.260002,74.449997,61.150002,67.050003,83.959999,89.379997,88.599998
80.510002,84.160004,61.220001,46.459999,60.799999,63.27,90.059998,73.07
82.800003,78.370003,72.07,52.23,60.130001,67.330002,90.519997,76.029999
85.389999,82.959999,71.809998,60.43,69.980003,70.43,83.980003,81.360001
80.5,78.449997,65.199997,53.689999,60.139999,65.099998,85.239998,78.050003
86.639999,85.160004,74,59.369999,70.239998,70.68,92.309998,79.599998
90.209999,86.970001,86.82,62.990002,78.389999,79.230003,89.900002,87.25
81.150002,79.599998,65.620003,54.41,66.279999,62.27,87.889999,70.68
83.029999,82.620003,75.239998,61.490002,68,71.769997,90.849998,84.860001
81.279999,81.989998,69.730003,54.880001,60.869999,71.889999,88.75,76.510002
86.059998,82.68,75.57,58.349998,71.18,76.589996,86.529999,73.459999
84.589996,85.410004,72.959999,49.790001,66.339996,70.089996,88.519997,67.099998
84.790001,90.029999,70.32,44.43,70.080002,65.82,79.910004,69.309998
82.440002,82.339996,67.459999,53.139999,69.110001,63.57,92.440002,73.440002
83.93,80.550003,65.889999,56.41,67.400002,70.699997,90.690002,81.360001
84.279999,85.029999,72.330002,61.23,67.949997,78.610001,88.699997,84.860001
87.910004,87.970001,77.040001,59.220001,72.93,75.620003,88.389999,80.800003
83.160004,86.620003,68.610001,57.630001,66.300003,68.010002,89.669998,73.739998
83.519997,84.57,65.32,66.25,65.839996,73.720001,89.93,90.519997
80.75,87.089996,72.360001,51.639999,68.550003,76.43,87.849998,75.059998
83.970001,84.730003,79.089996,59.139999,70.669998,76.57,86.050003,80.389999
80.190002,78.589996,67.739998,50.93,69.510002,62.599998,83.519997,74.800003
85.849998,85.790001,85.190002,60.049999,69.239998,73.690002,91.599998,80.290001
83.150002,84.889999,75.010002,52.209999,68.199997,70.18,89.559998,74.040001
83.870003,85.75,68.839996,57.200001,72.790001,76.550003,91.279999,81.540001
80.839996,81.440002,67.989998,47.860001,66.980003,64.300003,91.519997,69.769997
81.610001,82.199997,76.209999,56.529999,68.75,74.220001,87.559998,70.620003
85.099998,87.720001,72.93,56.77,74.870003,66.949997,90,81.580002
81.610001,82.940002,68.650002,51.869999,69.510002,61.459999,91.889999,74.980003
82.860001,87.25,73.610001,61.740002,66.760002,69.849998,91.190002,79.330002
85.389999,84.07,74.279999,58.82,70.330002,70.230003,91.459999,82.410004
85.910004,80,71.099998,56.709999,66.779999,67.330002,88.779999,79.139999
84.480003,86.410004,72.470001,55.07,70.879997,78.57,90.970001,78.18
86.639999,90.419998,79.150002,56.490002,73.75,69,92.139999,81.019997
82.730003,80.860001,65.389999,53.240002,66.650002,67.379997,88.470001,75.150002
83.190002,81.839996,74.330002,56.740002,65.379997,71.510002,86.510002,80.129997
84.379997,82.440002,76.900002,55.060001,70.650002,72.650002,90.470001,74.940002
82.169998,87.980003,76.889999,48.580002,68.919998,66.120003,85.809998,76.510002
85.360001,83.580002,71.830002,51.529999,66.510002,75.699997,85.150002,72.739998
83.919998,81.760002,72.389999,59.02,67.93,64.800003,90.010002,82.589996
78.669998,82.940002,69.029999,54.529999,70.290001,72.080002,89.110001,78.760002
88.709999,91.989998,83.370003,50.830002,77.279999,73.660004,84.940002,79.870003
79.269997,79.830002,68.900002,53.889999,66.330002,61.34,89.400002,74.419998
83.339996,86.489998,69.839996,59.990002,70.93,68.410004,89.970001,80.489998
84.93,89.540001,72.199997,59.759998,72.209999,73.029999,91.580002,75.650002
85.059998,86.830002,71.360001,64.059998,70.440002,76.010002,92.279999,85.190002
84.139999,84.010002,69.629997,54.099998,63.98,69.07,86.199997,72.300003
78.269997,81.25,74.839996,50.77,65.919998,70.050003,90.160004,77.489998
79.980003,80.349998,65.440002,51.02,66.230003,63.970001,86.190002,68.120003
84.639999,85.669998,75.169998,60.580002,70.529999,69.760002,88.449997,82.32
87.75,88.889999,74.150002,64.669998,74.730003,78.860001,85.529999,77.660004
82.370003,81.959999,68.510002,53.560001,65.029999,68.5,87.730003,72.779999
80.309998,80.099998,67.830002,56.240002,65.830002,70.029999,91.5,78.360001
80.980003,85.040001,71.449997,51.439999,66.830002,69.730003,92.160004,72.099998
83.940002,86.25,73.540001,58.669998,68.449997,76.440002,86.949997,76.360001
79.120003,79.110001,67.279999,52.209999,62.59,65.790001,90.120003,73.849998
84.019997,86.209999,68.110001,53.919998,67.830002,66.040001,90.199997,80.309998
83.129997,85.019997,61.900002,55.099998,66.169998,54.470001,87.82,68.93
83.519997,87.43,75.029999,52.389999,72.830002,73.669998,88.529999,78.230003
78.059998,81.260002,67.730003,55.560001,57.330002,65.209999,90.93,75.660004
82.580002,82.25,74.360001,58.73,66.93,73.279999,89.169998,82.150002
82.029999,93.449997,79.349998,50.290001,65.599998,78.660004,83.470001,69.68
80.919998,86.290001,66.839996,43.560001,70.540001,70.190002,90.25,74.059998
82.519997,87.050003,69.629997,57.540001,68.099998,73.529999,89.32,75.18
79.550003,83.889999,66.300003,55.080002,64.860001,68.68,80.830002,69.699997
82.57,82.870003,73.480003,55.23,66.230003,70.379997,91.209999,77.379997
85.300003,88.57,74.480003,57.299999,69.400002,73.959999,90.870003,75.82
81.559998,80.349998,73.510002,50.580002,65.949997,61.369999,88.279999,78.849998
82.540001,84.75,70.269997,56.389999,65.349998,70.730003,90.059998,80.300003
78.080002,82.650002,65.25,55.759998,64.419998,73.379997,88.440002,84.230003
80.949997,82.639999,68.919998,55.84,70.139999,73.870003,86.529999,75.209999
84.809998,80.559998,72.889999,51.27,65.519997,61.25,88.510002,72.900002
78.900002,80.919998,58.130001,52.32,62.439999,52.799999,87.699997,70.290001
83.339996,79.82,65.330002,56.75,68.379997,78.550003,87.800003,80.32
84.910004,84.879997,67.919998,51.18,62.349998,64.220001,79.230003,70.93
79.849998,87.160004,75.809998,46.330002,58.439999,70.260002,78.690002,71.760002
81.419998,84.589996,71.639999,51.310001,68.669998,78.949997,84.970001,67.410004
79.260002,80.639999,65.879997,49.610001,60.529999,66.010002,84.449997,66.910004
80.389999,80.489998,61.939999,47.77,61.130001,70.93,85.559998,70.970001
82.190002,81.139999,71.699997,54.900002,67.019997,64.940002,91.449997,77.010002
84.220001,82.360001,74.440002,53,71.139999,66.510002,94.489998,73.510002
87.790001,90.419998,78.169998,54.68,69,78.230003,87.669998,82.160004
77.480003,83.349998,74.18,41.189999,65.870003,65.730003,81.839996,66.260002
83.139999,84.269997,69.309998,56.02,68.550003,77.129997,85.910004,74.330002
84.860001,87.440002,71.07,54.150002,68.410004,74.330002,90.68,76.160004
84.690002,82.75,74.290001,59.02,68.709999,71.610001,90.639999,80.400002
80.690002,78.019997,64.970001,51.880001,59.889999,58.759998,87.400002,72.370003
82.709999,86.059998,68.629997,52.830002,65.459999,76.790001,90.959999,79.849998
81.209999,76.739998,71.860001,53.77,62.970001,62.360001,88.190002,76.510002
80.510002,82.720001,72.639999,52.860001,64.110001,66.300003,89.190002,75.110001
84.169998,80.32,69.849998,58.25,68.400002,73.870003,89.940002,82.529999
85.720001,84.019997,75.040001,57.43,70.209999,76.209999,92.449997,74.760002
84.139999,89.959999,76.980003,51,78.519997,76.68,88.699997,73.790001
85.199997,86.150002,75.660004,65.349998,71.110001,64.559998,89.860001,77.620003
82.260002,88.120003,80.440002,54.759998,68.879997,71.949997,88.800003,75.169998
79.160004,77.910004,67.300003,50.580002,59.049999,68.650002,88.040001,65.93
83.110001,82.330002,67.620003,59.509998,67.660004,69.309998,90.080002,81.540001
78.980003,84.559998,72.18,49.98,65.239998,70.540001,88.910004,71.720001
83.529999,82.230003,62.77,54.950001,64.25,68.220001,87.959999,82.980003
80.690002,81.099998,70.339996,54.049999,69.169998,68.989998,90.910004,73.099998
80.260002,78.940002,67.019997,51.23,66.309998,69.230003,86.519997,69.650002
83.300003,79.129997,71.650002,50.299999,65.529999,72.879997,85.970001,71.959999
81.010002,82.169998,67.129997,52.150002,64.769997,70.080002,88.940002,76.110001
81.940002,80.639999,71.169998,52.16,59.279999,57.490002,85.839996,74.190002
83,88.370003,73.849998,51.68,67.690002,76.839996,75.169998,72.080002
79.989998,81.730003,63.580002,50.599998,63.310001,71.230003,88.550003,78.339996
78.18,83.980003,72.059998,55.16,62.669998,67.089996,85.720001,75.089996
81.370003,79.419998,64.349998,57.23,65.110001,68.389999,90.860001,81.019997
78.910004,82.669998,70.610001,42.889999,65.099998,68.690002,86.870003,62.919998
80.830002,82.18,68.849998,52.849998,59.060001,73.230003,89.699997,77.610001
81.849998,80.75,60.209999,54.380001,63.580002,65.849998,86.75,77.93
82.389999,77.839996,74.209999,58.41,66.010002,68.5,90.309998,76.400002
78.379997,83.879997,60.27,47.580002,60.34,61.799999,85.519997,55.810001
82.410004,83.940002,72.25,53.990002,63.5,69.059998,90.190002,77.18
85.980003,83.18,76.5,57.150002,66.220001,69.139999,90.07,76.309998
82.18,85.769997,70.559998,54.66,72.769997,70.800003,90.309998,78.660004
83.290001,82.769997,69.290001,60.549999,66.43,65.239998,90.309998,83.230003
81.830002,82.410004,65.910004,59.299999,66.190002,66.739998,89.93,80.940002
80.160004,78.970001,61.73,52.48,60.630001,58.119999,86.169998,70.879997
78.610001,79.43,62.509998,53.080002,66.080002,69.699997,90.839996,74.300003
83.989998,80.330002,74.07,52.970001,67.190002,66.860001,89.620003,75.589996
81.599998,84.309998,67.209999,57.25,68.370003,68.629997,91.330002,74.199997
83.370003,84.190002,72.290001,57.060001,66.279999,70.949997,92.040001,80.57
85.709999,84.269997,77.010002,58.580002,60.27,78.5,89.190002,80.68
85.5,85.900002,70.599998,62.27,69.669998,73.800003,87.309998,77.309998
81.019997,80.970001,66.330002,52.900002,58.830002,67.650002,86.029999,77.660004
85.110001,82.849998,73.290001,53.040001,66.760002,64.790001,86.160004,70.330002
82.800003,83.050003,72.760002,58.639999,70.910004,74.330002,91.089996,80.730003
84.800003,87.839996,76.400002,54.82,74.089996,74.129997,91.099998,78.389999
80.699997,86.160004,61.130001,50.580002,63.970001,65.480003,89.230003,73.769997
82.589996,83.370003,69.550003,58.189999,66.769997,72.989998,90.790001,83.730003
83.650002,82.080002,65.339996,53,62.77,70.440002,84.629997,79.589996
83.360001,84.699997,66.199997,61.740002,65.760002,73.440002,88.790001,86.309998
81.25,82.550003,69.529999,51.849998,65.82,75.190002,83.559998,71.019997
80.720001,79.220001,63.98,49.540001,60.220001,64.959999,90.769997,77.230003
81.43,82.480003,72.150002,53.93,59.619999,67.910004,88.389999,76.43
83.989998,79.93,73.940002,56.490002,66.110001,69.239998,91.449997,81.629997
83.190002,80.089996,75.519997,53.580002,64.440002,67.43,91.580002,74.980003
80.25,78.849998,71.970001,50.77,65.260002,65.269997,88.459999,69.099998
83.589996,84.019997,75.220001,55.740002,67.699997,69.370003,90.110001,78.860001
84.260002,87.260002,77.580002,56.759998,68.07,68.230003,89.349998,76.540001
82.150002,82.82,69.470001,51.07,67.389999,76.360001,89.220001,77.709999
83.629997,86,72.480003,62.18,74.839996,73.589996,91.790001,83.25
82.290001,84.360001,74.540001,51.720001,64.68,67.459999,88.110001,74.940002
81.879997,85.440002,67.809998,58.240002,66.309998,72.660004,90.919998,81.339996
81.400002,83.099998,66.459999,43.439999,70.849998,76.75,84.800003,65.690002
76.110001,75.809998,64.050003,47.82,61.369999,68.989998,86.629997,67.709999
80.459999,82.220001,64.410004,53.57,61.470001,64.029999,87.349998,73.190002
80.620003,82.129997,64.660004,57.43,61.919998,66.720001,89.029999,78.739998
84.110001,88.540001,74.730003,59.57,65.610001,79.599998,92.18,85.580002
83.010002,85.059998,73.669998,56.16,68.099998,75.150002,83.610001,77.559998
85.980003,88.959999,75.349998,60.439999,68.400002,76.739998,91.25,78.309998
83.480003,87.68,65.050003,58.34,62.610001,71.139999,81.389999,73.879997
85.699997,86.910004,76.589996,60.990002,68.370003,64.160004,90.860001,78.879997
81.110001,81.269997,68.080002,51.130001,60.950001,65.82,87.910004,65.410004
80.660004,84.019997,63.529999,50.439999,65.889999,64.860001,88.809998,74.650002
84.089996,81.480003,72.519997,61.529999,70.309998,78.150002,88.050003,83.139999
80.010002,81.620003,64.440002,52.240002,62.02,64.940002,89.089996,73.099998
81.599998,84.110001,69.440002,55.950001,69.690002,64.919998,88.949997,72.970001
81.959999,82.160004,64.029999,56.98,64.82,74.989998,90.879997,83.559998
84.910004,83.800003,73.949997,60.610001,70.379997,72.290001,91.43,80.089996
78.760002,83.309998,61.970001,53.099998,59.5,69.959999,87.480003,79.220001
79.169998,80,73.919998,53.330002,69.690002,71.099998,91.099998,69.010002
80.220001,79.660004,72.410004,52.27,68.389999,70.599998,91.650002,72.809998
76.839996,86.139999,74.07,52.669998,69.769997,75.650002,89.889999,74.419998
84.889999,83.400002,70.230003,58.48,69.260002,69.43,90.709999,78.699997
81.870003,79.790001,62.07,49.610001,66.879997,66.650002,89.330002,75.410004
79.989998,80.779999,67.199997,52.790001,66.690002,75.269997,89.809998,71.580002
84.980003,83.860001,70.040001,56.740002,71.059998,75.209999,89.980003,81.220001
81.370003,80.720001,69.410004,50.07,65.199997,59.669998,89.980003,67.410004
82.379997,87.410004,65.440002,56.860001,69.410004,77.129997,89.779999,82.459999
80.739998,83.029999,69.5,57.990002,65.650002,55.349998,89.639999,79.550003
86.839996,80.529999,73.489998,62.23,73,80.690002,88.769997,82.309998
82.150002,81.089996,68.18,58.93,65.07,68.830002,89.389999,82.800003
